Transaction_ID,Date,Time,Day_of_Week,Product,Quantity,Unit_Price_AED,Total_Amount_AED,Payment_Method
1255,2025-02-17,08:33,Monday,Espresso,1,15,15,Cash
1256,2025-02-17,14:53,Monday,Cappuccino,1,20,20,Card
1257,2025-02-17,11:22,Monday,Latte,1,20,20,Card
1258,2025-02-18,16:15,Tuesday,Pastry,1,25,25,Card
1259,2025-02-18,11:02,Tuesday,Sandwich,1,35,35,Digital Wallet
1260,2025-02-18,16:41,Tuesday,Latte,1,20,20,Cash
1261,2025-02-19,14:50,Wednesday,Sandwich,2,35,70,Cash
1262,2025-02-19,09:02,Wednesday,Espresso,1,15,15,Card
1263,2025-02-19,16:57,Wednesday,Cappuccino,2,20,40,Card
1264,2025-02-19,12:58,Wednesday,Latte,1,20,20,Card
1265,2025-02-20,16:09,Thursday,Cappuccino,1,20,20,Digital Wallet
1266,2025-02-20,16:33,Thursday,Espresso,2,15,30,Digital Wallet
1267,2025-02-20,09:33,Thursday,Espresso,1,15,15,Card
1268,2025-02-20,08:06,Thursday,Latte,2,20,40,Cash
1269,2025-02-20,19:03,Thursday,Latte,1,20,20,Digital Wallet
1270,2025-02-21,10:22,Friday,Latte,1,20,20,Digital Wallet
1271,2025-02-21,09:56,Friday,Espresso,1,15,15,Card
1272,2025-02-21,15:09,Friday,Latte,1,20,20,Card
1273,2025-02-21,08:48,Friday,Espresso,1,15,15,Card
1274,2025-02-21,12:30,Friday,Cappuccino,1,20,20,Card
1275,2025-02-22,09:42,Saturday,Cappuccino,1,20,20,Digital Wallet
1276,2025-02-22,08:14,Saturday,Latte,1,20,20,Card
1277,2025-02-22,09:46,Saturday,Cappuccino,1,20,20,Card
1278,2025-02-22,16:56,Saturday,Latte,1,20,20,Card
1279,2025-02-22,15:00,Saturday,Latte,1,20,20,Card
1280,2025-02-22,10:23,Saturday,Espresso,1,15,15,Card
1281,2025-02-23,09:04,Sunday,Sandwich,1,35,35,Cash
1282,2025-02-23,16:07,Sunday,Cappuccino,1,20,20,Cash
1283,2025-02-23,09:31,Sunday,Espresso,1,15,15,Card
1284,2025-02-23,18:06,Sunday,Latte,1,20,20,Digital Wallet
1285,2025-02-23,09:03,Sunday,Latte,1,20,20,Card
1286,2025-02-23,11:07,Sunday,Sandwich,1,35,35,Cash
1287,2025-02-23,16:40,Sunday,Cappuccino,2,20,40,Card
1288,2025-02-24,08:56,Monday,Pastry,2,25,50,Digital Wallet
1289,2025-02-24,07:55,Monday,Latte,1,20,20,Digital Wallet
1290,2025-02-24,17:52,Monday,Pastry,1,25,25,Cash
1291,2025-02-24,09:19,Monday,Latte,1,20,20,Cash
1292,2025-02-24,10:14,Monday,Cappuccino,1,20,20,Card
1293,2025-02-25,07:41,Tuesday,Espresso,1,15,15,Cash
1294,2025-02-25,08:28,Tuesday,Latte,1,20,20,Card
1295,2025-02-25,11:08,Tuesday,Espresso,2,15,30,Card
1296,2025-02-25,19:37,Tuesday,Pastry,1,25,25,Card
1297,2025-02-25,13:36,Tuesday,Latte,1,20,20,Card
1298,2025-02-26,15:23,Wednesday,Espresso,1,15,15,Digital Wallet
1299,2025-02-26,09:06,Wednesday,Cappuccino,1,20,20,Card
1300,2025-02-26,14:10,Wednesday,Cappuccino,1,20,20,Card
1301,2025-02-27,18:57,Thursday,Pastry,1,25,25,Digital Wallet
1302,2025-02-27,10:30,Thursday,Latte,1,20,20,Cash
1303,2025-02-27,10:48,Thursday,Latte,1,20,20,Digital Wallet
1304,2025-02-27,07:57,Thursday,Cappuccino,1,20,20,Cash
1305,2025-02-28,14:12,Friday,Latte,1,20,20,Card
1306,2025-02-28,15:47,Friday,Cappuccino,1,20,20,Cash
1307,2025-02-28,15:36,Friday,Espresso,1,15,15,Card
1308,2025-02-28,19:45,Friday,Cappuccino,2,20,40,Digital Wallet
1309,2025-02-28,15:15,Friday,Latte,1,20,20,Card
1310,2025-02-28,07:57,Friday,Pastry,1,25,25,Card
